"","ID","Age","Gender","Education","CogSci","CPI_native","CPI_current","NativeCountry","CurrentCountry","Years_Current","d_condition","d_data","q_condition","q_data","f_condition","f_data"
"1:217","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,"Q3","4",NA,NA
"1:218","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,"Q3","5",NA,NA
"1:219","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,"Q3","5",NA,NA
"1:220","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,"Q3","4",NA,NA
"1:221","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,"Q3","5",NA,NA
"1:222","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,"Q3","6",NA,NA
"1:223","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,"Q3","6",NA,NA
"1:224","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,"Q3","4",NA,NA
"1:225","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,"Q3","4",NA,NA
"1:226","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,"Q4","4",NA,NA
"1:227","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,"Q4","3",NA,NA
"1:228","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,"Q4","4",NA,NA
"1:229","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,"Q4","3",NA,NA
"1:230","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,"Q4","4",NA,NA
"1:231","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,"Q4","4",NA,NA
"1:232","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,"Q4","5",NA,NA
"1:233","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,"Q4","3",NA,NA
"1:234","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,"Q4","3",NA,NA
"1:235","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,"Q4","1",NA,NA
"1:236","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,"Q4","2",NA,NA
"1:237","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,"Q4","5",NA,NA
"1:238","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,"Q4","1",NA,NA
"1:239","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,"Q4","2",NA,NA
"1:240","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,"Q4","5",NA,NA
"1:241","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,"Q4","2",NA,NA
"1:242","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,"Q4","5",NA,NA
"1:243","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,"Q4","4",NA,NA
"1:244","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,"Q4","4",NA,NA
"1:245","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,"Q4","3",NA,NA
"1:246","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,"Q4","4",NA,NA
"1:247","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,"Q4","2",NA,NA
"1:248","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,"Q4","3",NA,NA
"1:249","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,"Q4","5",NA,NA
"1:250","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,"Q4","5",NA,NA
"1:251","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,"Q4","3",NA,NA
"1:252","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,"Q4","1",NA,NA
"1:253","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,"Q4","1",NA,NA
"1:254","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,"Q4","3",NA,NA
"1:255","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,"Q4","1",NA,NA
"1:256","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,"Q4","3",NA,NA
"1:257","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,"Q4","4",NA,NA
"1:258","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,"Q4","3",NA,NA
"1:259","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,"Q4","2",NA,NA
"1:260","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,"Q4","1",NA,NA
"1:261","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,"Q4","3",NA,NA
"1:262","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,"Q4","1",NA,NA
"1:263","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,"Q4","2",NA,NA
"1:264","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,"Q4","2",NA,NA
"1:265","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,"Q4","3",NA,NA
"1:266","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,"Q4","1",NA,NA
"1:267","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,"Q4","4",NA,NA
"1:268","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,"Q4","3",NA,NA
"1:269","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,"Q4","4",NA,NA
"1:270","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,"Q4","2",NA,NA
"2:1","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face1","5"
"2:2","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face1","4"
"2:3","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face1","6"
"2:4","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face1","6"
"2:5","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face1","4"
"2:6","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face1","6"
"2:7","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face1","6"
"2:8","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face1","3"
"2:9","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face1","4"
"2:10","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face1","5"
"2:11","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face1","4"
"2:12","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face1","3"
"2:13","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face1","3"
"2:14","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face1","5"
"2:15","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face1","3"
"2:16","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face1","6"
"2:17","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face1","2"
"2:18","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face1","6"
"2:19","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face1","6"
"2:20","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face1","3"
"2:21","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face1","6"
"2:22","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face1","3"
"2:23","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face1","5"
"2:24","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face1","6"
"2:25","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face1","5"
"2:26","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face1","5"
"2:27","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face1","3"
"2:28","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face1","3"
"2:29","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face1","4"
"2:30","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face1","6"
"2:31","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face1","6"
"2:32","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face1","4"
"2:33","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face1","5"
"2:34","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face1","5"
"2:35","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face1","5"
"2:36","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face1","4"
"2:37","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face1","4"
"2:38","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face1","5"
"2:39","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face1","5"
"2:40","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face1","3"
"2:41","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face1","4"
"2:42","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face1","2"
"2:43","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face1","4"
"2:44","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face1","5"
"2:45","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face1","5"
"2:46","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face2","4"
"2:47","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face2","4"
"2:48","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face2","4"
"2:49","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face2","6"
"2:50","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face2","2"
"2:51","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face2","6"
"2:52","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face2","6"
"2:53","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face2","5"
"2:54","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face2","4"
"2:55","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face2","3"
"2:56","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face2","4"
"2:57","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face2","4"
"2:58","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face2","3"
"2:59","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face2","3"
"2:60","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face2","4"
"2:61","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face2","6"
"2:62","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face2","2"
"2:63","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face2","4"
"2:64","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face2","5"
"2:65","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face2","5"
"2:66","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face2","4"
"2:67","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face2","2"
"2:68","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face2","4"
"2:69","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face2","6"
"2:70","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face2","5"
"2:71","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face2","6"
"2:72","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face2","5"
"2:73","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face2","4"
"2:74","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face2","4"
"2:75","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face2","6"
"2:76","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face2","4"
"2:77","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face2","4"
"2:78","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face2","4"
"2:79","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face2","5"
"2:80","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face2","4"
"2:81","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face2","6"
"2:82","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face2","5"
"2:83","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face2","3"
"2:84","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face2","4"
"2:85","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face2","3"
"2:86","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face2","5"
"2:87","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face2","4"
"2:88","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face2","4"
"2:89","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face2","3"
"2:90","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face2","4"
"2:91","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face3","3"
"2:92","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face3","4"
"2:93","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face3","2"
"2:94","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face3","6"
"2:95","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face3","4"
"2:96","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face3","3"
"2:97","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face3","6"
"2:98","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face3","3"
"2:99","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face3","3"
"2:100","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face3","5"
"2:101","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face3","4"
"2:102","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face3","4"
"2:103","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face3","2"
"2:104","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face3","5"
"2:105","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face3","3"
"2:106","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face3","3"
"2:107","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face3","5"
"2:108","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face3","6"
"2:109","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face3","3"
"2:110","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face3","6"
"2:111","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face3","4"
"2:112","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face3","2"
"2:113","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face3","4"
"2:114","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face3","6"
"2:115","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face3","4"
"2:116","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face3","5"
"2:117","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face3","4"
"2:118","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face3","3"
"2:119","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face3","4"
"2:120","33","44","Mand","Kandidat","Nej",44,87,"Rumænien","Danmark","9",NA,NA,NA,NA,"Face3","6"
"2:121","42","50","Kvinde","Gymnasial uddannelse","Nej",44,87,"Rumænien","Danmark","12",NA,NA,NA,NA,"Face3","5"
"2:122","41","55","Mand","Bachelor","Ja",44,87,"Rumænien","Danmark","13",NA,NA,NA,NA,"Face3","3"
"2:123","38","39","Mand","Kandidat","Nej",38,87,"Sri Lanka","Danmark","35",NA,NA,NA,NA,"Face3","4"
"2:124","39","49","Mand","Kandidat","Nej",80,87,"Tyskland","Sverige","13",NA,NA,NA,NA,"Face3","5"
"2:125","45","54","Kvinde","Gymnasial uddannelse","Nej",80,87,"Tyskland","Danmark","25",NA,NA,NA,NA,"Face3","3"
"2:126","7","48","Mand","PhD","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face3","2"
"2:127","25","49","Kvinde","Gymnasial uddannelse","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face3","5"
"2:128","4","46","Kvinde","Kandidat","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face3","3"
"2:129","36","18","Mand","Folkeskole","Nej",44,87,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face3","4"
"2:130","16","40","Kvinde","Kandidat","Nej",44,87,"Ungarn","Ungarn","36",NA,NA,NA,NA,"Face3","3"
"2:131","34","17","Kvinde","Folkeskole","Nej",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face3","4"
"2:132","18","56","Kvinde","Kandidat","Ja",44,87,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face3","4"
"2:133","11","16","Mand","Folkeskole","Nej",44,85,"Ungarn","Danmark","10",NA,NA,NA,NA,"Face3","5"
"2:134","9","43","Kvinde","PhD","Nej",44,44,"Ungarn","Ungarn","43",NA,NA,NA,NA,"Face3","6"
"2:135","30","55","Kvinde","Kandidat","Nej",44,44,"Ungarn","Danmark","11",NA,NA,NA,NA,"Face3","5"
"2:136","1","21","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face4","4"
"2:137","2","24","Kvinde","Gymnasial uddannelse","Ja",87,87,"Danmark","Danmark","24",NA,NA,NA,NA,"Face4","4"
"2:138","3","25","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","25",NA,NA,NA,NA,"Face4","4"
"2:139","17","46","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","46",NA,NA,NA,NA,"Face4","6"
"2:140","31","22","Mand","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","22",NA,NA,NA,NA,"Face4","3"
"2:141","6","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face4","3"
"2:142","24","53","Mand","Kandidat","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face4","6"
"2:143","8","59","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","59",NA,NA,NA,NA,"Face4","5"
"2:144","22","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face4","5"
"2:145","10","52","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face4","3"
"2:146","15","51","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","51",NA,NA,NA,NA,"Face4","4"
"2:147","12","50","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","50",NA,NA,NA,NA,"Face4","4"
"2:148","26","20","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","20",NA,NA,NA,NA,"Face4","1"
"2:149","14","48","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","48",NA,NA,NA,NA,"Face4","4"
"2:150","19","57","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","57",NA,NA,NA,NA,"Face4","5"
"2:151","29","55","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","55",NA,NA,NA,NA,"Face4","3"
"2:152","43","63","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","63",NA,NA,NA,NA,"Face4","3"
"2:153","44","44","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","44",NA,NA,NA,NA,"Face4","4"
"2:154","27","60","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","60",NA,NA,NA,NA,"Face4","4"
"2:155","37","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face4","5"
"2:156","21","45","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","45",NA,NA,NA,NA,"Face4","3"
"2:157","35","18","Kvinde","Folkeskole","Nej",87,87,"Danmark","Danmark","18",NA,NA,NA,NA,"Face4","3"
"2:158","28","49","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","49",NA,NA,NA,NA,"Face4","3"
"2:159","32","52","Kvinde","Bachelor","Nej",87,87,"Danmark","Danmark","52",NA,NA,NA,NA,"Face4","6"
"2:160","40","47","Kvinde","Gymnasial uddannelse","Nej",87,87,"Danmark","Danmark","47",NA,NA,NA,NA,"Face4","5"
"2:161","20","48","Mand","Gymnasial uddannelse","Nej",82,87,"Holland","Danmark","25",NA,NA,NA,NA,"Face4","6"
"2:162","23","27","Mand","Kandidat","Nej",20,87,"Irak","Danmark","25",NA,NA,NA,NA,"Face4","2"
"2:163","5","16","Kvinde","Folkeskole","Nej",73,87,"Japan","Danmark","11",NA,NA,NA,NA,"Face4","3"
"2:164","13","49","Mand","PhD","Nej",60,87,"Litauen","Danmark","11",NA,NA,NA,NA,"Face4","4"
